schaleDbID,物品名称（原文）,物品名称,物品介绍（原文）,物品介绍
80181,紅白かまぼこ,,紅白2色のかまぼこ。紅はめでたさを、白は魔除けを意味している縁起物。,
80182,おめでタイ,,その名の通り、めでたさを祝う縁起物のお魚。おせちでエビと共に欠かせない。,
80183,おみくじ引換券,,おみくじの引換券。複数集めるとおみくじを引くことができる。一年の運試しにいかが？,
80200,多次元演算回路,,アトラ・ハシースの箱舟から切り離された演算装置の断片。複雑な回路で構成されている。,
80201,次元エンジン付属品,,次元エンジンから切り離された付属品。今は機械の塊に過ぎず、特に使えるところはなさそうだ。,
80202,宇宙チョコバーガー,,誰かが宇宙食として使用するために密封されたチョコバーガー。なぜチョコバーガーを密封処理したのか、未だに疑問は解消されていない。,
80203,ゲートアンロックコード - 外郭2区,,外郭2区のゲートを開放できるアンロックコードが認識されたチップ。,
80204,ゲートアンロックコード - 外郭3区,,外郭3区のゲートを開放できるアンロックコードが認識されたチップ。,
80205,ゲートアンロックコード - 中央区,,中央区のゲートを開放できるアンロックコードが認識されたチップ。,
80220,イベントPt,,イベントで入手できるポイント。たくさん手に入れることで、様々な報酬を獲得することができる。,
80221,連邦生徒会の安全帽,,連邦生徒会のロゴが刻まれた安全帽。今回の復旧作業のために特別に製作された。,
80222,財務諸表,,連邦生徒会、行政委員会傘下の財務室で使用する財務諸表。キヴォトスの財務状況に関する内容が詳細にまとめられている。,
80223,めんたいポテチ,,モモカが好んで食べている明太子のお菓子。口の中をしょっぱくするその風味は絶品と言える。,
80230,きれいなカチューシャ,,ヘアバンドの一種。きれいに整ったカチューシャは、メイドの力量を示す必需品という言葉があるようだ。,
80231,メイクアップセット,,身だしなみを整える道具が詰まったセット。化粧本来の目的にはもちろん、使いこなせば変装ツールとしても使えるという。,
80232,屋敷への招待状,,歴史のある屋敷から送られた招待状。そこは不思議な出来事が同時に多発するという噂があるのだとか。,
80240,カードセット,,山海経で人気のカードゲームのセット。たくさん集めるほど、より多くのゲームができる。,
80241,玄武商会の食券,,玄武商会が発行する食券。持っていけば玄武商会の手厚いもてなしを受けることができる。,
80242,玄龍門バッジ,,玄龍門の文様が描かれたバッジ。グッズとして販売されているが、人気はそれほど高くないようだ……,
80243,溶媒抽出セット,,誰でも使えるとのことで販売されている溶媒抽出セット。梅花園では購入を渋っているという噂がある。,
85000,イベントPt（復刻）,,イベントで入手できるポイント。たくさん手に入れることで、様々な報酬を獲得することができる。,
85001,キツネせんべい（復刻）,,お祭り時の百鬼夜行の商店街における、代表的な名物の一つ。サクサクした食感と香ばしさは正に絶品。,
85002,タヌキ印のお好み焼き（復刻）,,百鬼夜行のお祭りには欠かせない食べ物。マヨネーズで描かれたタヌキ印がたまらなく可愛らしい一品。,
85003,サクラ大福（復刻）,,百鬼夜行の伝統的な喫茶店「百夜堂」の定番スイーツ。まろやかで濃厚、それでいて控えめな甘さは「最高」の一言に尽きる。,
85010,チェリノマトリョーシカ（復刻）,,チェリノの姿を模した、威厳のあるマトリョーシカ。振ってみると分かるが、意外と中身はたくさん詰まっている。,
85011,チェリノ印のチョコレート（復刻）,,レッドウィンターで生産されている有名なチョコレート。甘くて滑らかな食感なのだが、当のレッドウィンターの生徒たちは寒い気候のせいで、硬くて食べにくいチョコだと思っている。,
85012,おひげクレープ（復刻）,,レッドウィンターの各所で売られている甘くて美味しいクレープ。学園では「ブリヌイ」とも呼ばれる。おひげ型のクリームをデコるには、チェリノの審査が必要だとかそうでないとか。,
85013,勇猛髭勲章（復刻）,,チェリノに認められた生徒だけが貰うことができる、金が贅沢に使われた特別な勲章。尖っている部分が多く、角に当たると結構痛いため、だいたい机の底にしまわれてしまう。,
85020,イベントPt（復刻）,,イベントで入手できるポイント。たくさん手に入れることで、様々な報酬を獲得することができる。,
85021,ビーチボール（復刻）,,可愛いハートマークが付いたビーチバレー用のボールです。,
85022,海の家の食券（復刻）,,海の家で使うことができる、濡れて文字が読めなくなることが多い食券です。,
85023,ミニロケット花火（復刻）,,可愛らしいサイズのロケット花火です。,
85030,ゲヘナ印の補給ボックス（復刻）,,夏のトレーニング合宿のために、風紀委員会が用意した補給ボックス。中にはトレーニングに役立つ様々な物が入っている。ハズレは無いのでご安心を。,
85031,美食研究会の焼きトウモロコシ（復刻）,,美食研究会が作った焼きトウモロコシ。物としては一緒ですが、ランダムで美食研究会のメンバーたち好みの味に仕上がっています！……つまり、味の保証はできません。,
85032,夏のスケバンサングラス（復刻）,,夏の海で騒ぎを起こす水着のスケバン集団「破茶滅茶」から、風紀委員会が穏便に押収したサングラス。少し傷が付いてますが、決して抵抗の跡ではないとのこと。,
85033,びしょびしょヘルメット（復刻）,,夏のスラム街を騒がせる「びしょびしょヘルメット団」から、風紀委員会が穏便に押収したヘルメット。少し傷が付いてますが、至って平和的に押収したとのこと。確かにやや濡れています。,
85040,イベントPt（復刻）,,イベントで入手できるポイント。たくさん手に入れることで、様々な報酬を獲得することができる。,
85041,コウラ茸（復刻）,,"山海経自治区のほぼ全域に自生している、甲羅のような華やかな模様のキノコ。
食感も味も良く、食用として人気が高い。",
85042,クロ筍（復刻）,,"玄龍門の庭に育てられている黒色の筍。
玄龍門の幹部たちによって厳重に管理されているため、なかなか見かけることができない。",
85043,ヒトガタ人蔘（復刻）,,"山海経の山奥で見つかる人蔘。
寿命を延ばす効果や、若返りの効果などがあると言われている。",
85050,チョコレートコイン（復刻）,,ゴールデンフリース号内に出回っている代表的なお菓子の一つ。あくまでもお菓子で本物のコインではないが、普通に美味しいため生徒たちの間で人気が高い。,
85051,ウサギのステッカー（復刻）,,生徒たちがあちこちに貼っているウサギ模様のステッカー。色んな生徒たちが自由に作っては、色んな所に自由に貼っている。,
85052,乗船チケット（復刻）,,ゴールデンフリース号の乗船チケット。乗船後もイベントの時などに確認されることがあるため、肌身離さず持っていることが推奨される。,
85053,サイコロ（復刻）,,ゴールデンフリース号の中でよく見かけるサイコロ。時々生徒間のトラブルを解決するのに使われることもあるらしい。,
85060,イベントPt（復刻）,,イベントで入手できるポイント。たくさん手に入れることで、様々な報酬を獲得することができる。,
85061,温泉タオル（復刻）,,227号温泉郷で提供しているタオル。素材はあまり良くないため、身体に当てる際に強くこすり過ぎないようご注意を。,
85062,おひげシャンプー（復刻）,,チェリノが愛用している、レッドウィンター連邦学園の特製シャンプー。名前に「ひげ」と付いているものの、お髭を洗うのには適していないらしい。,
85063,カピバラ型の入浴剤（復刻）,,カピバラの形をした固形の入浴剤。水中に入れると、ほのかな柑橘系の香りが漂う。,
85070,福袋（復刻）,,黒亀組が販売しているお正月の福袋。開けてみるまで何が入っているかは分からないものの、意外と中身は充実している。,
85071,ペロロ餅（復刻）,,お正月ということで、「ペロロ」に目を付けた黒亀組が販売している鏡餅型の装飾品。あくまで装飾品であり、食べることはできない。,
85072,黒亀組の絵馬（復刻）,,黒亀組が販売している絵馬。お賽銭を入れた後にこの絵馬に願いごとを書くと、その願いが叶うと言われている。普通に買うと1個あたり5千円。,
85073,おみくじ引換券（復刻）,,おみくじと交換するための引換券。実は真っ当なおみくじではなく黒亀組が販売しているもので、その結果に応じて別の商品が貰える。,
85080,イベントPt（復刻）,,イベントで入手できるポイント。たくさん手に入れることで、様々な報酬を獲得することができる。,
85081,問題児の反省文（復刻）,,バレンタインデーのパトロール業務で補導された問題児が書いた反省文。意外に内容は堅実である。,
85082,押収された違法駄菓子（復刻）,,バレンタインデーパトロール業務中に押収した駄菓子。正式には許可されていない裏の世界で作られたものだという。問題児好みの悪い味。,
85083,環境美化活動用ゴミ袋（復刻）,,バレンタインデーのパトロール業務のついでにあちこちで収集したごみが入っている袋。こういった美化活動は何だかんだでとてもやりがいがある。,
85084,バレンタインデーのお誘い（復刻）,,"バレンタインデーに誰かがあなたを待っているという証。特別な日にはきっと特別な出会いがある。※イベント終了後、未使用のまま保持していた「バレンタインデーのお誘い」は200,000クレジットに変換されます",
85090,ワカモの逮捕状（復刻）,,ワカモを逮捕するために、ヴァルキューレ警察学校から発布された逮捕状。ワカモがこれまで犯してきた恐ろしい罪状が書き連ねられている。,
85100,イベントPt（復刻）,,イベントで入手できるポイント。たくさん手に入れることで、様々な報酬を獲得することができる。,
85101,シスターフッドのヴェール（復刻）,,シスターフッドで使用されているヴェール。上手く使えばお祈り中にうたた寝してもバレないが、おそらくそんな生徒はいない。,
85102,トリニティの聖歌集（復刻）,,トリニティの聖歌が本の形でまとめられたもの。その内容がかなり浸透しているためもあるが、それ以上に言葉の美しさが評判で、様々な状況で引用されることがある。,
85103,トリニティの燭台（復刻）,,トリニティの聖堂などで使用される燭台。かなり重くて丈夫な造りになっており、落とすと床に穴が空くレベル。,
85110,ムシクイーンのカードパック（復刻）,,大人気トレーディングカードゲーム「ムシクイーン」の拡張パック第3弾「アルティメットインセクトの襲来」。カエデ曰く、パックの手触りで中にレアカードが入っているかどうか分かるのだとか。,
85111,交流会のチラシ（復刻）,,百鬼夜行とゲヘナ学園の間で「交流会」が開かれることを知らせるためのチラシ。主催者であるニヤの挨拶や、主な日程、注意事項などが記載されている。,
85112,和楽姫のうちわ（復刻）,,百鬼夜行連合学院の大人気アイドルであるチセ様のご尊顔が描かれたうちわ。ファンの間では高値が付くほどの大人気グッズの一つ。,
85113,ニンペロさんグッズ（復刻）,,渦巻映画村で販売されている忍者のキャラクターグッズ。最初は某キャラクターのスピンオフとして始まったものだったが、途中から人気を博した結果、一つのシリーズものとして独立した。この業界ではそれなりによくある話。,
85140,スイーツクーポン（復刻）,,有名なスイーツショップで発行されるクーポン。集めて持っていくと交換できるデザートが決まっている。,
85141,ミントチョコパフェ（復刻）,,独特の味がするミントチョコパフェ。爽やかさと甘みを同時に味わえるメニュー。,
85142,マカロン（復刻）,,片手にすっぽり収まるサイズのマカロン。様々な色と味が存在する。,
85143,ロールウエハース（復刻）,,くるりと巻かれているチョコ味のお菓子。格好つけたい子供たちが口に咥えたまま揺らしたりもする。,
160003,ミッションデータ2：TypeD-X ,,デカグラマトンの分析に役立つデータが入っている,
