schaleDbID,物品名称（原文）,物品名称,物品介绍（原文）,物品介绍
150001,中級技術ノート選択ボックス,,任意の中級技術ノートを選択して交換することができる選択ボックス。,
150002,上級技術ノート選択ボックス,,任意の上級技術ノートを選択して交換することができる選択ボックス。,
150003,最上級技術ノート選択ボックス,,任意の最上級技術ノートを選択して交換することができる選択ボックス。,
150004,初級戦術教育BD選択ボックス,,任意の初級戦術教育BDを選択して交換することができる選択ボックス。,
150005,中級戦術教育BD選択ボックス,,任意の中級戦術教育BDを選択して交換することができる選択ボックス。,
150006,上級戦術教育BD選択ボックス,,任意の上級戦術教育BDを選択して交換することができる選択ボックス。,
150007,最上級戦術教育BD選択ボックス,,任意の最上級戦術教育BDを選択して交換することができる選択ボックス。,
150008,オーパーツ（１）選択ボックス,,任意のオーパーツを選択して交換することができる選択ボックス。,
150009,オーパーツ（２）選択ボックス,,任意のオーパーツを選択して交換することができる選択ボックス。,
150010,オーパーツ（３）選択ボックス,,任意のオーパーツを選択して交換することができる選択ボックス。,
150011,オーパーツ（４）選択ボックス,,任意のオーパーツを選択して交換することができる選択ボックス。,
150012,初級技術ノート選択ボックス,,任意の初級技術ノートを選択して交換することができる選択ボックス（ゲヘナ、山海経、トリニティ、ヴァルキューレ、アリウス）。,
150013,中級技術ノート選択ボックス,,任意の中級技術ノートを選択して交換することができる選択ボックス（ゲヘナ、山海経、トリニティ、ヴァルキューレ、アリウス）。,
150014,上級技術ノート選択ボックス,,任意の上級技術ノートを選択して交換することができる選択ボックス（ゲヘナ、山海経、トリニティ、ヴァルキューレ、アリウス）。,
150015,最上級技術ノート選択ボックス,,任意の最上級技術ノートを選択して交換することができる選択ボックス（ゲヘナ、山海経、トリニティ、ヴァルキューレ、アリウス）。,
150016,初級技術ノート選択ボックス,,任意の初級技術ノートを選択して交換することができる選択ボックス（百鬼夜行、レッドウィンター、アビドス、ミレニアム）。,
150017,中級技術ノート選択ボックス,,任意の中級技術ノートを選択して交換することができる選択ボックス（百鬼夜行、レッドウィンター、アビドス、ミレニアム）。,
150018,上級技術ノート選択ボックス,,任意の上級技術ノートを選択して交換することができる選択ボックス（百鬼夜行、レッドウィンター、アビドス、ミレニアム）。,
150019,最上級技術ノート選択ボックス,,任意の最上級技術ノートを選択して交換することができる選択ボックス（百鬼夜行、レッドウィンター、アビドス、ミレニアム）。,
150020,初級戦術教育BD選択ボックス,,任意の初級戦術教育BDを選択して交換することができる選択ボックス（ゲヘナ、山海経、トリニティ、ヴァルキューレ、アリウス）。,
150021,中級戦術教育BD選択ボックス,,任意の中級戦術教育BDを選択して交換することができる選択ボックス（ゲヘナ、山海経、トリニティ、ヴァルキューレ、アリウス）。,
150022,上級戦術教育BD選択ボックス,,任意の上級戦術教育BDを選択して交換することができる選択ボックス（ゲヘナ、山海経、トリニティ、ヴァルキューレ、アリウス）。,
150023,最上級戦術教育BD選択ボックス,,任意の最上級戦術教育BDを選択して交換することができる選択ボックス（ゲヘナ、山海経、トリニティ、ヴァルキューレ、アリウス）。,
150024,初級戦術教育BD選択ボックス,,任意の初級戦術教育BDを選択して交換することができる選択ボックス（百鬼夜行、レッドウィンター、アビドス、ミレニアム）。,
150025,中級戦術教育BD選択ボックス,,任意の中級戦術教育BDを選択して交換することができる選択ボックス（百鬼夜行、レッドウィンター、アビドス、ミレニアム）。,
150026,上級戦術教育BD選択ボックス,,任意の上級戦術教育BDを選択して交換することができる選択ボックス（百鬼夜行、レッドウィンター、アビドス、ミレニアム）。,
150027,最上級戦術教育BD選択ボックス,,任意の最上級戦術教育BDを選択して交換することができる選択ボックス（百鬼夜行、レッドウィンター、アビドス、ミレニアム）。,
150028,T2装備設計図選択ボックス,,任意のT2装備の設計図を選択して交換することができる選択ボックス。,
150029,T3装備設計図選択ボックス,,任意のT3装備の設計図を選択して交換することができる選択ボックス。,
150030,T4装備設計図選択ボックス,,任意のT4装備の設計図を選択して交換することができる選択ボックス。,
150031,T5装備設計図選択ボックス,,任意のT5装備の設計図を選択して交換することができる選択ボックス。,
150032,T6装備設計図選択ボックス,,任意のT6装備の設計図を選択して交換することができる選択ボックス。,
150033,T7装備設計図選択ボックス,,任意のT7装備の設計図を選択して交換することができる選択ボックス。,
150038,家具選択ボックス（青）,,青等級の家具の中から、任意の家具を選択して交換することができる選択ボックス。,
150039,家具選択ボックス（橙）,,橙等級の家具の中から、任意の家具を選択して交換することができる選択ボックス。,
150040,家具選択ボックス（紫）,,紫等級の家具の中から、任意の家具を選択して交換することができる選択ボックス。,
151000,ノーマル家具シリーズ選択ボックス,,ノーマル家具シリーズ（特定のシリーズに属さない家具）の中から、任意の家具を選択して交換することができる選択ボックス。,
151001,モモフレンズカフェシリーズ選択ボックス,,モモフレンズカフェシリーズの中から、任意の家具を選択して交換することができる選択ボックス。,
151002,ゼリーズゲーセンシリーズ選択ボックス,,ゼリーズゲーセンシリーズの中から、任意の家具を選択して交換することができる選択ボックス。,
151003,バレンタインシリーズ選択ボックス,,バレンタインシリーズのから、任意の家具を選択して交換することができる選択ボックス。,
151004,サマーリゾートシリーズ選択ボックス,,サマーリゾートシリーズの中から、任意の家具を選択して交換することができる選択ボックス。,
151005,ハロウィーンカフェシリーズ選択ボックス,,ハロウィーンカフェシリーズの中から、任意の家具を選択して交換することができる選択ボックス。,
151006,伝統的な温泉郷シリーズ選択ボックス,,伝統的な温泉郷シリーズの中から、任意の家具を選択して交換することができる選択ボックス。,
151007,お正月シリーズ選択ボックス,,お正月シリーズの中から、任意の家具を選択して交換することができる選択ボックス。,
151008,ミリタリーアウトドアシリーズ選択ボックス,,ミリタリーアウトドアシリーズの中から、任意の家具を選択して交換することができる選択ボックス。,
151009,ビーチサイドシリーズ選択ボックス,,ビーチサイドシリーズの中から、任意の家具を選択して交換することができる選択ボックス。,
151010,大運動会シリーズ選択ボックス,,大運動会シリーズの中から、任意の家具を選択して交換することができる選択ボックス。,
151011,アビドス教室シリーズ選択ボックス,,アビドス教室シリーズの中から、任意の家具を選択して交換することができる選択ボックス。,
151012,ゲーム開発部シリーズ選択ボックス,,ゲーム開発部シリーズの中から、任意の家具を選択して交換することができる選択ボックス。,
151991,家具選択ボックス（青）,,青等級の家具の中から、任意の家具を選択して交換することができる選択ボックス。,
151992,家具選択ボックス（橙）,,橙等級の家具の中から、任意の家具を選択して交換することができる選択ボックス。,
151993,家具選択ボックス（紫）,,紫等級の家具の中から、任意の家具を選択して交換することができる選択ボックス。,
151999,その他シリーズ選択ボックス,,使用時、その他シリーズ家具の中から、任意の家具を選択して交換することができる選択ボックス。,
190000,初級技術ノート抽選ボックス,,使用時、初級級技術ノートの中から、一つを同じ確率で獲得することができる抽選ボックス。,
190001,中級技術ノート抽選ボックス,,使用時、中級技術ノートの中から、一つを同じ確率で獲得することができる抽選ボックス。,
190002,上級技術ノート抽選ボックス,,使用時、上級技術ノートの中から、一つを同じ確率で獲得することができる抽選ボックス。,
190003,最上級技術ノート抽選ボックス,,使用時、最上級技術ノートの中から、一つを同じ確率で獲得することができる抽選ボックス。,
190010,初級戦術教育BD抽選ボックス,,使用時、初級戦術教育BDの中から、一つを同じ確率で獲得することができる抽選ボックス。,
190011,中級戦術教育BD抽選ボックス,,使用時、中級戦術教育BDの中から、一つを同じ確率で獲得することができる抽選ボックス。,
190012,上級戦術教育BD抽選ボックス,,使用時、上級戦術教育BDの中から、一つを同じ確率で獲得することができる抽選ボックス。,
190013,最上級戦術教育BD抽選ボックス,,使用時、最上級戦術教育BDの中から、一つを同じ確率で獲得することができる抽選ボックス。,
190020,オーパーツ（1）抽選ボックス,,使用時、オーパーツ（1）の中から、一つを同じ確率で獲得することができる抽選ボックス。,
190021,オーパーツ（2）抽選ボックス,,使用時、オーパーツ（2）の中から、一つを同じ確率で獲得することができる抽選ボックス。,
190022,オーパーツ（3）抽選ボックス,,使用時、オーパーツ（3）の中から、一つを同じ確率で獲得することができる抽選ボックス。,
190023,オーパーツ（4）抽選ボックス,,使用時、オーパーツ（4）の中から、一つを同じ確率で獲得することができる抽選ボックス。,
191000,ノーマル家具シリーズ抽選ボックス,,使用時、ノーマル家具シリーズ（特定のシリーズに属さない家具）の家具の中から、一つを同じ確率で獲得することができる抽選ボックス。,
191001,モモフレンズカフェシリーズ抽選ボックス,,使用時、モモフレンズカフェシリーズの家具の中から、一つを同じ確率で獲得することができる抽選ボックス。,
191002,ゼリーズゲーセンシリーズ抽選ボックス,,使用時、ゼリーズゲーセンシリーズの家具の中から、一つを同じ確率で獲得することができる抽選ボックス。,
191003,バレンタインシリーズ抽選ボックス,,使用時、バレンタインシリーズの家具の中から、一つを同じ確率で獲得することができる抽選ボックス。,
191004,サマーリゾートシリーズ抽選ボックス,,使用時、サマーリゾートシリーズの家具の中から、一つを同じ確率で獲得することができる抽選ボックス。,
191005,ハロウィーンカフェシリーズ抽選ボックス,,使用時、ハロウィーンカフェシリーズの家具の中から、一つを同じ確率で獲得することができる抽選ボックス。,
191006,伝統的な温泉郷シリーズ抽選ボックス,,使用時、伝統的な温泉郷シリーズの家具の中から、一つを同じ確率で獲得することができる抽選ボックス。,
191007,お正月シリーズ抽選ボックス,,使用時、お正月シリーズの家具の中から、一つを同じ確率で獲得することができる抽選ボックス。,
191008,ミリタリーアウトドアシリーズ抽選ボックス,,使用時、ミリタリーアウトドアシリーズの家具の中から、一つを同じ確率で獲得することができる抽選ボックス。,
191009,ビーチサイドシリーズ抽選ボックス,,使用時、ビーチサイドシリーズの家具の中から、一つを同じ確率で獲得することができる抽選ボックス。,
191010,大運動会シリーズ抽選ボックス,,使用時、大運動会シリーズの家具の中から、一つを同じ確率で獲得することができる抽選ボックス。,
191011,アビドス教室シリーズ抽選ボックス,,使用時、アビドス教室シリーズの家具の中から、一つを同じ確率で獲得することができる抽選ボックス。,
191012,ゲーム開発部シリーズ抽選ボックス,,使用時、ゲーム開発部シリーズの家具の中から、一つを同じ確率で獲得することができる抽選ボックス。,
191991,家具抽選ボックス（青）,,使用時、青等級の家具の中から、一つを同じ確率で獲得することができる抽選ボックス。,
191992,家具抽選ボックス（橙）,,使用時、橙等級の家具の中から、一つを同じ確率で獲得することができる抽選ボックス。,
191993,家具抽選ボックス（紫）,,使用時、紫等級の家具の中から、一つを同じ確率で獲得することができる抽選ボックス。,
191999,その他シリーズ抽選ボックス,,使用時、その他シリーズ家具の中から、一つを同じ確率で獲得することができる抽選ボックス。,
200000,プレナパテスの大人のカード,,プレナパテスが持っていた「大人のカード」。外形がわからないほど焦げていて、すぐにでも粉々になりそうな状態なため扱いには注意が必要だ。このカードを使用すると青輝石を手に入れることができますが、カードは破壊されます。,
91000001,初級技術ノートボックス,,スキルを強化してくれる技術ノートが入っている箱。,
91000002,中級技術ノートボックス,,スキルを強化してくれる技術ノートが入っている箱。,
91000003,上級技術ノートボックス,,スキルを強化してくれる技術ノートが入っている箱。,
91000004,最上級技術ノートボックス,,スキルを強化してくれる技術ノートが入っている箱。,
91000005,初級技術ノートボックス,,スキルを強化してくれる技術ノートが入っている箱。,
91000006,中級技術ノートボックス,,スキルを強化してくれる技術ノートが入っている箱。,
91000007,上級技術ノートボックス,,スキルを強化してくれる技術ノートが入っている箱。,
91000008,最上級技術ノートボックス,,スキルを強化してくれる技術ノートが入っている箱。,
91000009,初級技術ノートボックス,,スキルを強化してくれる技術ノートが入っている箱。,
91000010,中級技術ノートボックス,,スキルを強化してくれる技術ノートが入っている箱。,
91000011,上級技術ノートボックス,,スキルを強化してくれる技術ノートが入っている箱。,
91000012,最上級技術ノートボックス,,スキルを強化してくれる技術ノートが入っている箱。,
91000013,初級技術ノートボックス,,スキルを強化してくれる技術ノートが入っている箱。,
91000014,中級技術ノートボックス,,スキルを強化してくれる技術ノートが入っている箱。,
91000015,上級技術ノートボックス,,スキルを強化してくれる技術ノートが入っている箱。,
91000016,最上級技術ノートボックス,,スキルを強化してくれる技術ノートが入っている箱。,
91000017,初級戦術教育BDボックス,,EXスキルを強化してくれる戦術教育BDが入っている箱。,
91000018,中級戦術教育BDボックス,,EXスキルを強化してくれる戦術教育BDが入っている箱。,
91000019,上級戦術教育BDボックス,,EXスキルを強化してくれる戦術教育BDが入っている箱。,
91000020,最上級戦術教育BDボックス,,EXスキルを強化してくれる戦術教育BDが入っている箱。,
91000021,初級戦術教育BDボックス,,EXスキルを強化してくれる戦術教育BDが入っている箱。,
91000022,中級戦術教育BDボックス,,EXスキルを強化してくれる戦術教育BDが入っている箱。,
91000023,上級戦術教育BDボックス,,EXスキルを強化してくれる戦術教育BDが入っている箱。,
91000024,最上級戦術教育BDボックス,,EXスキルを強化してくれる戦術教育BDが入っている箱。,
91000025,初級戦術教育BDボックス,,EXスキルを強化してくれる戦術教育BDが入っている箱。,
91000026,中級戦術教育BDボックス,,EXスキルを強化してくれる戦術教育BDが入っている箱。,
91000027,上級戦術教育BDボックス,,EXスキルを強化してくれる戦術教育BDが入っている箱。,
91000028,最上級戦術教育BDボックス,,EXスキルを強化してくれる戦術教育BDが入っている箱。,
91000029,初級戦術教育BDボックス,,EXスキルを強化してくれる戦術教育BDが入っている箱。,
91000030,中級戦術教育BDボックス,,EXスキルを強化してくれる戦術教育BDが入っている箱。,
91000031,上級戦術教育BDボックス,,EXスキルを強化してくれる戦術教育BDが入っている箱。,
91000032,最上級戦術教育BDボックス,,EXスキルを強化してくれる戦術教育BDが入っている箱。,
