schaleDbID,物品名称（原文）,物品名称,物品介绍（原文）,物品介绍
10061,サクラコの神名文字,,サクラコの神秘が詰まった神名文字。,
10062,トキの神名文字,,トキの神秘が詰まった神名文字。,
10063,コユキの神名文字,,コユキの神秘が詰まった神名文字。,
10064,カヨコ（正月）の神名文字,,カヨコ（正月）の神秘が詰まった神名文字。,
10065,カホの神名文字,,カホの神秘が詰まった神名文字。,
10066,アリス（メイド）の神名文字,,アリス（メイド）の神秘が詰まった神名文字。,
10067,トキ（バニーガール）の神名文字,,トキ（バニーガール）の神秘が詰まった神名文字。,
10068,レイサの神名文字,,レイサの神秘が詰まった神名文字。,
10069,ルミの神名文字,,ルミの神秘が詰まった神名文字。,
10070,ミナの神名文字,,ミナの神秘が詰まった神名文字。,
13000,アカネの神名文字,,アカネの神秘が詰まった神名文字。,
13001,チセの神名文字,,チセの神秘が詰まった神名文字。,
13002,アカリの神名文字,,アカリの神秘が詰まった神名文字。,
13003,ハスミの神名文字,,ハスミの神秘が詰まった神名文字。,
13004,ノノミの神名文字,,ノノミの神秘が詰まった神名文字。,
13005,カヨコの神名文字,,カヨコの神秘が詰まった神名文字。,
13006,ムツキの神名文字,,ムツキの神秘が詰まった神名文字。,
13007,ジュンコの神名文字,,ジュンコの神秘が詰まった神名文字。,
13008,セリカの神名文字,,セリカの神秘が詰まった神名文字。,
13009,ツバキの神名文字,,ツバキの神秘が詰まった神名文字。,
13010,ユウカの神名文字,,ユウカの神秘が詰まった神名文字。,
13011,モモイの神名文字,,モモイの神秘が詰まった神名文字。,
13012,キリノの神名文字,,キリノの神秘が詰まった神名文字。,
16000,ハルカの神名文字,,ハルカの神秘が詰まった神名文字。,
16001,アスナの神名文字,,アスナの神秘が詰まった神名文字。,
16002,コトリの神名文字,,コトリの神秘が詰まった神名文字。,
16003,スズミの神名文字,,スズミの神秘が詰まった神名文字。,
16004,フィーナの神名文字,,フィーナの神秘が詰まった神名文字。,
16005,ツルギ（水着）の神名文字,,ツルギ（水着）の神秘が詰まった神名文字。,
16006,イズミ（水着）の神名文字,,イズミ（水着）の神秘が詰まった神名文字。,
16007,トモエの神名文字,,トモエの神秘が詰まった神名文字。,
16008,フブキの神名文字,,フブキの神秘が詰まった神名文字。,
16009,ミチルの神名文字,,ミチルの神秘が詰まった神名文字。,
16010,ヒビキ（応援団）の神名文字,,ヒビキ（応援団）の神秘が詰まった神名文字。,
16011,ハスミ（体操服）の神名文字,,ハスミ（体操服）の神秘が詰まった神名文字。,
16012,ジュンコ（正月）の神名文字,,ジュンコ（正月）の神秘が詰まった神名文字。,
20000,ヒビキの神名文字,,ヒビキの神秘が詰まった神名文字。,
20001,カリンの神名文字,,カリンの神秘が詰まった神名文字。,
20002,サヤの神名文字,,サヤの神秘が詰まった神名文字。,
20003,マシロの神名文字,,マシロの神秘が詰まった神名文字。,
20004,マシロ（水着）の神名文字,,マシロ（水着）の神秘が詰まった神名文字。,
20005,ヒフミ（水着）の神名文字,,ヒフミ（水着）の神秘が詰まった神名文字。,
20006,サヤ（私服）の神名文字,,サヤ（私服）の神秘が詰まった神名文字。,
20007,初音ミクの神名文字,,初音ミクの神秘が詰まった神名文字。,
20008,アコの神名文字,,アコの神秘が詰まった神名文字。,
20009,チェリノ（温泉）の神名文字,,チェリノ（温泉）の神秘が詰まった神名文字。,
20010,ノドカ（温泉）の神名文字,,ノドカ（温泉）の神秘が詰まった神名文字。,
20011,セリカ（正月）の神名文字,,セリカ（正月）の神秘が詰まった神名文字。,
20012,セナの神名文字,,セナの神秘が詰まった神名文字。,
20013,チヒロの神名文字,,チヒロの神秘が詰まった神名文字。,
20014,サキの神名文字,,サキの神秘が詰まった神名文字。,
20015,カエデの神名文字,,カエデの神秘が詰まった神名文字。,
20016,イロハの神名文字,,イロハの神秘が詰まった神名文字。,
20017,ヒヨリの神名文字,,ヒヨリの神秘が詰まった神名文字。,
20018,モエの神名文字,,モエの神秘が詰まった神名文字。,
20019,アカネ（バニーガール）の神名文字,,アカネ（バニーガール）の神秘が詰まった神名文字。,
20020,ヒマリの神名文字,,ヒマリの神秘が詰まった神名文字。,
20021,ハナエ（クリスマス）の神名文字,,ハナエ（クリスマス）の神秘が詰まった神名文字。,
20022,フウカ（正月）の神名文字,,フウカ（正月）の神秘が詰まった神名文字。,
20023,カンナの神名文字,,カンナの神秘が詰まった神名文字。,
20024,ナギサの神名文字,,ナギサの神秘が詰まった神名文字。,
20025,ハルカ（正月）の神名文字,,ハルカ（正月）の神秘が詰まった神名文字。,
23000,アイリの神名文字,,アイリの神秘が詰まった神名文字。,
23001,フウカの神名文字,,フウカの神秘が詰まった神名文字。,
23002,ハナエの神名文字,,ハナエの神秘が詰まった神名文字。,
23003,ハレの神名文字,,ハレの神秘が詰まった神名文字。,
23004,ウタハの神名文字,,ウタハの神秘が詰まった神名文字。,
23005,アヤネの神名文字,,アヤネの神秘が詰まった神名文字。,
23006,シズコの神名文字,,シズコの神秘が詰まった神名文字。,
23007,ハナコの神名文字,,ハナコの神秘が詰まった神名文字。,
23008,マリーの神名文字,,マリーの神秘が詰まった神名文字。,
26000,チナツの神名文字,,チナツの神秘が詰まった神名文字。,
26001,コタマの神名文字,,コタマの神秘が詰まった神名文字。,
26002,ジュリの神名文字,,ジュリの神秘が詰まった神名文字。,
26003,セリナの神名文字,,セリナの神秘が詰まった神名文字。,
26004,シミコの神名文字,,シミコの神秘が詰まった神名文字。,
26005,ヨシミの神名文字,,ヨシミの神秘が詰まった神名文字。,
26006,ノドカの神名文字,,ノドカの神秘が詰まった神名文字。,
26007,アヤネ（水着）の神名文字,,アヤネ（水着）の神秘が詰まった神名文字。,
26008,シズコ（水着）の神名文字,,シズコ（水着）の神秘が詰まった神名文字。,
26009,ユズ（メイド）の神名文字,,ユズ（メイド）の神秘が詰まった神名文字。,
