schaleDbID,物品名称（原文）,物品名称,物品介绍（原文）,物品介绍
180055,本のお友,,手が汚れない特殊なコーティングが施されたチョコレート。シミコをはじめ読書家の間で人気が高い。,
180056,ビー·ウィズ·ユー,,セリナが作ってくれた手作りチョコレート。その甘い味わいは心までほっとさせてくれる。,
180057,ペニーロイヤルチョコミント,,アイリが用意した特別なチョコミント。マニアの間では大人気かつ特別なものらしいが、どれくらいどのように特別なのかを理解するには、アイリに説明をしてもらう必要がありそうだ。,
180058,ヨシミの限定チョコレート,,ヨシミの手作りチョコレート。幾つかの意味で、他では見られない貴重な限定モノ。,
180059,言葉よりチョコレート,,ナツの手作りと予想されるチョコレート。ナツの雄弁な言葉の代わりにしてはシンプルで、だからこそ美しさが感じられるデザインになっている。,
180060,フォーチュンチョコレート（自作）,,チナツが準備してきたチョコレート。どれを選んでも同じになるなら、それは運命と呼んでも良いかもしれない。,
180061,バンデージチョコ,,セナが勤務中に作った食べ物。包装紙が見つからずに包帯が巻かれているが、人体に問題はないとお墨付きだし、仮に倒れてもきっとセナが看病してくれる。,
180062,カカオ99.99%,,先生のためにハルカが準備したチョコレート。99.99という数字を見て「とりあえず凄そう」と感じたら便利屋68に向いているのかもしれない。,
180063,ツイステッドバレンタイン,,ご主人様のためにアスナが準備してきたチョコレート。保管と運搬の際にちょっとした変形が起きてしまった。,
180064,メイド·バイ,,アカネの手作りチョコレート。特別なところのない、単なる生徒から先生への贈り物……のように見えてメイドとしての優れた手腕が隠しきれていない。,
180065,チョコオムライス,,バレンタインデーを迎え、カリンが用意したオムライス。ケチャップの代わりにチョコレートでハートが描かれている、オムライス本来の味とチョコの甘みが調和した素晴らしい品。,
180066,チョコレート版画：竜,,ネルがどこかから持ってきた、チョコレートでできている竜の模様の版画。見た目が強いので味もすごいはずだ、とネルは思っている。,
180067,バレンタイン·ビギニング,,バレンタインの起源や意義を説明するためにコトリが作ったチョコレート。一口かじれば連綿と紡がれてきた歴史が口にあふれる。,
180068,甘い杯,,フィーナが持ってきた杯型のチョコレート。長く持っていると溶けてしまうので、素早く味わうのが作法である。,
180069,アマンド·クリムゾン,,ツルギが残したアーモンドチョコレート。可愛らしい赤いリボンが結ばれており、おそらくお店側で付けたリボンではない。,
180070,不器用な手作りチョコレート,,ココナが不器用ながら丁寧にラッピングした手作りチョコレート。本人は頑なに市販品だと主張しており、彼女から「絶対に一人で食べてください！」と念押しされた。,
180071,小さなショコラ,,ヒナタが聖堂を訪れた子どもたちに配っているショコラ。それぞれの好みに合わせられるよう、全ての味を食べ比べたらしい。,
180072,しっとりめのチョコクッキー,,ウイが用意してくれたチョコクッキー。粉が落ちにくいように、しっとりとしている物を選んだという。,
180073,苺のチョコケーキ,,カズサが買ってきてくれた苺のチョコケーキ。どうやら、ショーケースの前でかなり悩んでいたんだとか。,
180074,オール・トゥ・ユー,,ヒヨリがある意味では「すべて」と引き換えに用意してくれたチョコレート。小さな袋の中には、彼女の気持ちがたくさん込められている。,
180075,丁寧なラッピング済みチョコレート,,ミサキが用意したチョコレート。2色のリボンが使われた繊細なラッピングは、彼女の隠れた一面を表しているようにも見える。,
180076,青いバラとチョコレート,,秘密の多いお姫様がくれた、手作りのチョコレート。添えられた一輪の花は、アツコが努力した証でもある。,
180077,ギディバのチョコレート,,サオリが準備した最高級のチョコレート。その過程は複雑で、簡単なものではないが、そこには多くの価値があるはず。,
180078,桜チョコレート,,桜の形をしたミモリの手作りチョコレート。読心術は使えなくても、ひとつ食べると彼女の気持ちが伝わってくる。,
180079,最強のチョコサウルス,,カエデが作った最強のチョコサウルス。失敗した恐竜発掘チョコレートの欠片を組み合わせるという、逆転の発想から作られた。見て楽しい食べて嬉しいそんなチョコレートには、彼女らしさが強く表れている。,
180080,とろけるロップイヤーチョコ,,ツクヨお手製の可愛いロップイヤーチョコレート。大切に扱っていたあまり、少しだけ溶けてしまっている。,
180081,超天才清楚系病弱美少女ハッカー&#x27;sチョコレート,,ヒマリが自分自身の姿をデフォルメして作った、手作りのチョコレート。突発的ではありつつも論理的な判断と合理的な帰結により、シャーレに戻ってから味わうことになった。,
180082,イロハの手作りスティックチョコ,,イロハとの買い物帰りに貰った、手作りのスティック型チョコレート。一本だけ「跡」が残っている。,
180083,忍術研究部のバッジ型チョコレート,,ミチルが用意してくれた、オーダーメイドのチョコレート。忍術研究部の仲間を大切に思う気持ちが込められている。その慌ただしい過程もまた、味の一つかもしれない。,
180084,チョコを用いたキャロットケーキ,,ミヤコがチョコレートを使って作ったキャロットケーキ。甘いものはウサギにとって良くないかもしれないが、仲間や先生にとっては喜ばしいものになり得る。,
180085,チョコレートスモア,,モエが作ったチョコレートスモア。甘いマシュマロの上にチョコレートを載せたもので、そのカロリーはまさに破滅的。,
180086,補給品のチョコレートキャラメル,,サキが用意してくれたチョコレートキャラメル。夜間の見張りを行う哨兵たちが、眠気覚ましに食べる一品である。サキ本人曰く、特にバレンタインデーとは関係の無いプレゼントだとのこと。,
180087,チョコレートバーク,,ミユが手作りしたチョコレートバーク。補給品のチョコレートと、採取した果物から作ったらしい。ひとかけらずつ大事に食べよう。,
180088,チョコレートインク,,ノアの甘い悪戯心が込められたチョコレート。ペン先に馴染まないため、文字を書くのには向かないが、心からの気持ちを伝えたい時には最適なインクである。,
180089,特別功労勲章チョコレート,,マリナがチェリョンカの目標生産量を達成し、褒美としてチェリノから受け取った勲章。原材料がチョコレートのため食べたら無くなってしまうが、その努力と名誉はいつまでも記憶に残るはず。,
180090,シグレ・ビタースペシャル,,シグレが作ってくれたノンアルコールのチョコレートカクテル。ほど良い甘さとサッパリした後味の秘密は、ひと欠片のビターチョコレートだとか。,
180091,ヒヨコ型のチョコレート,,バレンタインにミネがくれた、可愛らしいチョコレート。あくまでも医療品らしいが、高級感もあり綺麗な包装に包まれている。,
180092,ドライグレープフルーツのチョコがけ,,アユムが普段から食べている、身体に良さそうなおやつ。乾燥させたグレープフルーツに、チョコレートがコーティングがされており、疲労回復についてはともかく味はとても美味しい。,
