schaleDbID,物品名称（原文）,物品名称,物品介绍（原文）,物品介绍
4041,"中級技術ノート
（アビドス）",,アビドス高等学校の戦術の極意がまとめられているノート。,
4042,"上級技術ノート
（アビドス）",,アビドス高等学校の戦術の極意がまとめられているノート。,
4043,"最上級技術ノート
（アビドス）",,アビドス高等学校の戦術の極意がまとめられているノート。,
4050,"初級技術ノート
（ミレニアム）",,ミレニアムサイエンススクールの戦術の極意がまとめられているノート。,
4051,"中級技術ノート
（ミレニアム）",,ミレニアムサイエンススクールの戦術の極意がまとめられているノート。,
4052,"上級技術ノート
（ミレニアム）",,ミレニアムサイエンススクールの戦術の極意がまとめられているノート。,
4053,"最上級技術ノート
（ミレニアム）",,ミレニアムサイエンススクールの戦術の極意がまとめられているノート。,
4060,"初級技術ノート
（アリウス）",,アリウス分校の戦術の極意がまとめられているノート。,
4061,"中級技術ノート
（アリウス）",,アリウス分校の戦術の極意がまとめられているノート。,
4062,"上級技術ノート
（アリウス）",,アリウス分校の戦術の極意がまとめられているノート。,
4063,"最上級技術ノート
（アリウス）",,アリウス分校の戦術の極意がまとめられているノート。,
4070,"初級技術ノート
（山海経）",,山海経高級中学校の戦術の極意がまとめられているノート。,
4071,"中級技術ノート
（山海経）",,山海経高級中学校の戦術の極意がまとめられているノート。,
4072,"上級技術ノート
（山海経）",,山海経高級中学校の戦術の極意がまとめられているノート。,
4073,"最上級技術ノート
（山海経）",,山海経高級中学校の戦術の極意がまとめられているノート。,
4080,"初級技術ノート
（ヴァルキューレ）",,ヴァルキューレ警察学校の戦術の極意がまとめられているノート。,
4081,"中級技術ノート
（ヴァルキューレ）",,ヴァルキューレ警察学校の戦術の極意がまとめられているノート。,
4082,"上級技術ノート
（ヴァルキューレ）",,ヴァルキューレ警察学校の戦術の極意がまとめられているノート。,
4083,"最上級技術ノート
（ヴァルキューレ）",,ヴァルキューレ警察学校の戦術の極意がまとめられているノート。,
9998,秘伝ノートの断片,,"戦術の奥義が記録されている技術ノートの断片。
複数集めることで、「テイラーメイド」機能を通じて「秘伝ノート」として復元（生成）することができる。",
9999,秘伝ノート,,戦術の奥義が記録されている技術ノート。,
200001,粉々になった大人のカード,,プレナパテスが持っていた粉々になった「大人のカード」。そのカードの本来の姿は今では何人かの記憶の中に残っているだけだ。,
