schaleDbID,物品名称（原文）,物品名称,物品介绍（原文）,物品介绍
3004,戦闘用ブーツ,,足を保護するため、厚めの素材で丈夫に作られた戦闘用のブーツ。かかと部分が盛り上がっているため、シークレットシューズ的な要素を兼ね備えており、自身を大人っぽく見せたい生徒や、身長が気になる生徒たちに愛用されている。,
3005,ヒールパンプス,,可愛らしさとシンプルさを兼ね備えたハイヒール。これを履いて歩くと、どことなくいつもより優雅な歩き方に。,
3006,カジュアルスニーカー,,シンプルなデザインのスニーカー。軽くてフィット感も良く、多くの生徒から支持されている。,
3007,防水登山ブーツ,,天然ゴムに防水コーティングを施した通気性と耐久性に優れた登山用ブーツ。水に落ちても表面は濡れない。,
4000,防水スポーツバッグ,,「サーバル」が製作した防水加工のスポーツバッグ。水が染みない素材で作られているため、川や海に持って行っても安心。,
4001,寒冷地用バッグ,,「マナスル」が製作した寒冷地用のバッグ。裏地が厚い素材で作られており、飲み物などを冷めないようにきっちり保温してくれる。,
4002,ペロロのバッグ,,ペロロが大きくプリントされたバッグ。収納スペースが広く、ペロロマニアでない普通の人達にも人気がある。,
4003,紺色のスクールバッグ,,トリニティ総合学園の校則に従って製作されたスクールバッグ。そのシンプルで高級なデザインは、他校の生徒からも人気が高い。,
4004,戦闘用ランドセル,,機能性と収納性とを強化した「カゼヤマ」社特別製のランドセル。小型の武装をたくさん持ち歩きたい生徒たちに好評のもよう。,
4005,デビルウイングのトートバッグ,,大きな翼が描かれたトートバッグ。比較的シンプルなデザインをしており、カジュアルな服装にもバッチリ。,
4006,ストリートバッグ,,カジュアルな雰囲気に実用性を加えたストリートバッグ。たっぷり収納できるため、多くの生徒に愛用されている。,
4007,蝶柄のショルダーバッグ,,大きな蝶々が描かれたショルダーバッグ。軽い素材なので、旅行に持って行っても負担にならない。,
5000,サーバルのメタルバッジ,,有名なスポーツウェアブランド「サーバル」のロゴバッジ。丈夫な金属で作られているため、青春の汗と情熱の中でも摩耗の心配なし。,
5001,マナスルのフェルトバッジ,,アウトドアブランド「マナスル」のロゴバッジ。柔らかいフェルト製のため、温度の変化が大きくても変形の心配が少ない。,
5002,アングリーアデリーのバッジ,,「モモフレンズ」のアングリーアデリーが描かれたバッジ。ずっと見つめていると気分が悪くなるかも……。,
5003,ベロニカの刺繍バッジ,,有名ブランド「ベロニカ」のロゴが刺繍されたバッジ。どんな既製品でも、これをつけると高級品に見える。,
5004,カゼヤマのワッペン,,ミリタリー専門ブランド「カゼヤマ」のロゴが印刷されたワッペン。裏側の面ファスナーを利用して、衣服などに簡単に付けることができる。,
5005,ココデビルのバッジ,,ゴスロリ系ブランド「ココデビル」のロゴが印刷されたシルバーのバッジ。裏側のピンを使うことで、ブローチのように身に着けることができる。,
5006,ストリートバッジ,,ストリートファッションブランド「トリプルステップ」の新作バッジ。社名を中央に大きく印刷した大胆さからは、制作者の自信が窺える。,
5007,ローレライバッジ,,モダンファッションブランド「ローレライ」から発売されたバッジ。無垢材に精巧な加工を施しているため、表面が滑らかで良い香りがするという。,
6000,テニス用ヘアバンド,,スポーツウェアブランド「サーバル」から発売されているテニス用ヘアバンド。運動中の汗が落ちても目に入らないよう、吸収性の高い素材で作られている。,
6001,シュシュ,,サテン素材で作られている、弾力性に優れたシュシュ。温かい汁物やラーメンなどを食べる時は、このシュシュで髪を縛っておくのがおススメ。,
6002,モモのヘアピン,,「モモトーク」のアイコンの形をしたブローチが付いたヘアピン。ブローチをこすると、ほのかに桃の香りがする。,
6003,翼のヘアピン,,有名ブランド「ベロニカ」が、天使の翼をモチーフに製作したヘアピン。トリニティの生徒たちにはあまり人気がない模様。,
6004,多目的ヘアピン,,片側が研磨されて鋭利な形状になっているため、有事の際には栓抜きやポケットナイフとしても活用できる多目的型のヘアピン。普通に使おうと思って手を傷つけてしまう可能性もあるので、その辺りはご注意を。,
6005,コウモリのヘアピン,,黒いリボンにも見えるコウモリの羽のヘアピン。これを付けるだけでまるで小悪魔のような魅力が。,
6006,カリグラフィーヘアピン,,文字でデザインされたヘアピン。文字列そのものに意味はないが、どこか胸をときめかせてくれるデザイン。,
6007,リーフヘアピン,,葉っぱの形をしたヘアピン。普段使いには少し難しいが、オシャレをした日につけると良いだろう。,
7000,交通安全のお守り,,事故などが起こらないよう、交通安全の祈りが込められたお守り。振ってみると、中からジャラジャラという金属っぽい音がする。,
7001,発熱カイロ,,揉んだり振ったりすると温かくなる、手のひらサイズのカイロ。酷寒の環境下で、これほど頼りがいのあるものもそうそう無い。,
7002,ペロロのお守り,,大きな白い羽のお守り。羽毛の出所については、機密情報とのこと。,
7003,クルス,,トリニティの生徒たちに愛用されている、十字架の形をしたお守り。バッグにぶら下げるアクセサリーとしてもぴったりだと評判。,
7004,カモフラダルマ,,カモフラージュ柄のだるま。どこに置いても自然に背景へと溶け込むが、どこにでも置かれるとちょっと怖い。,
7005,呪いの人形,,怨念などの強い感情がこめられていそうな呪いの人形。針刺しとして使いやすいらしく、手芸部の生徒たちに人気が高い。,
7006,ポケット消臭剤,,機能的化粧品ブランド「シーサイド」とのコラボで制作された携帯消臭剤。そのファッショナブルなデザインから、キーホルダーにつけてアクセサリーのように活用する生徒も多い。,
8000,デジタルウォッチ,,スポーツウェアブランド「サーバル」のデジタルウォッチ。防水仕様なので、泳ぐ時なども着用したままでOK。,
8001,レザーの腕時計,,アウトドアブランド「マナスル」の時計。革製のため、装着部分の手首が冷える心配がない。,
8002,ウェーブキャットの時計,,「モモフレンズ」のキャラクター「ウェーブキャット」が描かれた腕時計。ウェーブキャットの両腕が時計の針になっているため、時間に応じて奇怪に捻じれていく様が見られる。,
8003,アンティークな懐中時計,,「ベロニカ」のロゴが刻印されたアンティークな懐中時計。腕時計に比べて確認に手間がかかるのは短所だが、ファッションアイテムとして人気が高い。,
8004,防塵型の腕時計,,ミリタリー専門ブランド「カゼヤマ」で製作された防塵型の腕時計。過酷な環境下でも、故障の心配をすることなく使用することができる。,
8005,ゴシック風の腕時計,,ゴシック風にデザインされた腕時計。クラシカルな服などによく似合うものの、慣れないと時間が読みにくいという弱点がある。,
8006,ストリートファッションウォッチ,,モダンで可愛いデザインが人気のストリートファッションウォッチ。「トリプルステップ」はこの時計と合わせて、ブレスレットをセット売りする戦略を立てているとか。,
9000,ブルートゥースのネックレス,,着用している人の体温や心拍数などを測定できるブルートゥース機能を搭載したネックレス。運動量を簡単に把握することができるため、特にダイエットを志す人たちに愛用されている。「ダイエットの必需品」と呼ばれているが、果たして笑顔で外せる日は来るのか。,
9001,雪花のペンダント,,雪模様の装飾がついた銀色のペンダント。長い時間見つめていると、なんだか優しい気持ちになれる。,
9002,ニコライのロケットペンダント,,「モモフレンズ」のキャラクター「Mr.ニコライ」の顔がぶら下がったようなロケットペンダント。鼻の部分を押すと、写真を入れられる小さなスペースが開く。,
9003,十字架のチョーカー,,有名ブランド「ベロニカ」から発売された、十字架の装飾が付いたチョーカー。シンプルだが洗練されたデザインのため人気が高い。,
9004,ドッグタグ,,学籍番号と名前が刻まれたドッグタグ。最近特に女子高生たちの間で、大きな人気を集め始めている。,
9005,パンクチョーカー,,鋭いスパイクがしつらえられたパンクスタイルのチョーカー。首に着けるとちょっと頷きにくくなる。,
9006,チェーンネックレス,,チェーンで作られたネックレス。ジャラジャラと響く音が心地良いという生徒もいれば、冷たい感触が苦手という生徒もおり、評価は割れるところ。,
101001,ニット帽の設計図,,装備を作ることができる図面。,
101002,ビッグブラザーの中折れ帽の設計図,,装備を作ることができる図面。,
101003,リボン付きベレー帽の設計図,,装備を作ることができる図面。,
101004,防弾ヘルメットの設計図,,装備を作ることができる図面。,
101005,フリルのミニハットの設計図,,装備を作ることができる図面。,
101006,バケットハットの設計図,,装備を作ることができる図面。,
101007,リーフリボン付き中折れ帽の設計図,,装備を作ることができる図面。,
102001,ニットのミトンの設計図,,装備を作ることができる図面。,
102002,ペロロの鍋掴みの設計図,,装備を作ることができる図面。,
102003,レザーグローブの設計図,,装備を作ることができる図面。,
102004,タクティカルグローブの設計図,,装備を作ることができる図面。,
102005,レースのグローブの設計図,,装備を作ることができる図面。,
102006,アームカバーの設計図,,装備を作ることができる図面。,
102007,パールヤーングローブの設計図,,装備を作ることができる図面。,
103001,ムートンブーツの設計図,,装備を作ることができる図面。,
103002,ピンキーパカのスリッパの設計図,,装備を作ることができる図面。,
103003,アンティークなエナメルローファーの設計図,,装備を作ることができる図面。,
103004,戦闘用ブーツの設計図,,装備を作ることができる図面。,
103005,ヒールパンプスの設計図,,装備を作ることができる図面。,
103006,カジュアルスニーカーの設計図,,装備を作ることができる図面。,
103007,防水登山ブーツの設計図,,装備を作ることができる図面。,
104001,寒冷地用バッグの設計図,,装備を作ることができる図面。,
104002,ペロロのバッグの設計図,,装備を作ることができる図面。,
104003,紺色のスクールバッグの設計図,,装備を作ることができる図面。,
104004,戦闘用ランドセルの設計図,,装備を作ることができる図面。,
104005,デビルウイングのトートバッグの設計図,,装備を作ることができる図面。,
104006,ストリートバッグの設計図,,装備を作ることができる図面。,
104007,蝶柄のショルダーバッグの設計図,,装備を作ることができる図面。,
105001,マナスルのフェルトバッジの設計図,,装備を作ることができる図面。,
105002,アングリーアデリーのバッジの設計図,,装備を作ることができる図面。,
105003,ベロニカの刺繍バッジの設計図,,装備を作ることができる図面。,
105004,カゼヤマのワッペンの設計図,,装備を作ることができる図面。,
105005,ココデビルのバッジの設計図,,装備を作ることができる図面。,
105006,ストリートバッジの設計図,,装備を作ることができる図面。,
105007,ローレライバッジの設計図,,装備を作ることができる図面。,
106001,シュシュの設計図,,装備を作ることができる図面。,
106002,モモのヘアピンの設計図,,装備を作ることができる図面。,
106003,翼のヘアピンの設計図,,装備を作ることができる図面。,
106004,多目的ヘアピンの設計図,,装備を作ることができる図面。,
106005,コウモリのヘアピンの設計図,,装備を作ることができる図面。,
106006,カリグラフィーヘアピンの設計図,,装備を作ることができる図面。,
106007,リーフヘアピンの設計図,,装備を作ることができる図面。,
107001,発熱カイロの設計図,,装備を作ることができる図面。,
107002,ペロロのお守りの設計図,,装備を作ることができる図面。,
107003,クルスの設計図,,装備を作ることができる図面。,
107004,カモフラダルマの設計図,,装備を作ることができる図面。,
107005,呪いの人形の設計図,,装備を作ることができる図面。,
107006,ポケット消臭剤の設計図,,装備を作ることができる図面。,
108001,レザーの腕時計の設計図,,装備を作ることができる図面。,
108002,ウェーブキャットの時計の設計図,,装備を作ることができる図面。,
108003,アンティークな懐中時計の設計図,,装備を作ることができる図面。,
108004,防塵型の腕時計の設計図,,装備を作ることができる図面。,
108005,ゴシック風の腕時計の設計図,,装備を作ることができる図面。,
108006,ストリートファッションウォッチの設計図,,装備を作ることができる図面。,
109001,雪花のペンダントの設計図,,装備を作ることができる図面。,
109002,ニコライのロケットペンダントの設計図,,装備を作ることができる図面。,
109003,十字架のチョーカーの設計図,,装備を作ることができる図面。,
109004,ドッグタグの設計図,,装備を作ることができる図面。,
109005,パンクチョーカーの設計図,,装備を作ることができる図面。,
109006,チェーンネックレスの設計図,,装備を作ることができる図面。,
